Part type,Part name,Rank,StackHeight,CA Mirror,Data mask,Address width,Row width,Column width,Bank width,Bank group width,CS width,CKE width,ODT width,CK width,Memory speed grade,Memory density,Component density,Memory device width,Memory component width,Data bits per strobe,IO Voltages,Data widths,Min period,Max period,tCKE,tFAW,tFAW_dlr,tMRD,tRAS,tRCD,tREFI,tRFC,tRFC_dlr,tRP,tRRD_S,tRRD_L,tRRD_dlr,tRTP,tWR,tWTR_S,tWTR_L,tXPR,tZQCS,tZQINIT,tCCD_3ds,cas latency,cas write latency,burst length
SODIMMs,MTA4ATF1G64HZ-3G2,1,1,0,1,17,17,10,2,1,1,1,1,1,1866,8GB,16Gb,64,16,8,1.2V,64,1071,1600,5000 ps,30000 ps,0,8 tck,32000 ps,14250 ps,7800000 ps,550000 ps,0,14250 ps,5300 ps,6400 ps,0,7500 ps,15000 ps,2500 ps,7500 ps,560 ns,128 tck,1024 tck,0,13,10,8
